Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Discovery inc series a,DISCA,"",191036.0,5865000.0,0.0145548,0.0131,596,-3176.0,-1.635326,reduction,0.0364586,Q3 2017,COMMUNICATIONS,13F,06/30/2019,21.3557
Robert half international  inc.,RHI,"",98800.0,5633000.0,0.0139791,0.0238,597,-47400.0,-32.421341,reduction,0.0829694,Q4 2001,INDUSTRIALS,13F,06/30/2019,40.7307
Bp plc adr (british petroleum),BP,"",135000.0,5630000.0,0.0139717,0.0148,598,0.0,0.0,,0.0040382,Q2 2017,ENERGY,13F,06/30/2019,38.2764
Tripadvisor inc,TRIP,"",120900.0,5596000.0,0.0138873,0.0164,599,-6500.0,-5.102041,reduction,0.0869596,Q3 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,51.07
Pinterest inc,PINS,"",200000.0,5444000.0,0.0135101,,600,200000.0,,new,0.0368636,Q2 2019,COMMUNICATIONS,13F,06/30/2019,27.22
Signature bank (new york  ny),SBNY,"",45000.0,5438000.0,0.0134952,0.0432,601,-90000.0,-66.666667,reduction,0.0814038,Q2 2018,FINANCE,13F,06/30/2019,116.3835
Hess corp,HES,"",84100.0,5346000.0,0.0132669,,602,84100.0,,new,0.0277530,Q2 2019,ENERGY,13F,06/30/2019,63.57
Nutrien ltd,NTR,"",100000.0,5346000.0,0.0132669,0.2542,603,-1826471.0,-94.809161,reduction,0.0171078,Q2 2016,MATERIALS,13F,06/30/2019,30.1442
Paccar inc.,PCAR,"",73437.0,5262000.0,0.0130584,,604,73437.0,,new,0.0211762,Q2 2019,INDUSTRIALS,13F,06/30/2019,71.66
Spring bank pharmaceuticals inc,SBPH,"",1425000.0,5258000.0,0.0130485,0.0262,605,425000.0,42.5,addition,8.6678832,Q1 2018,HEALTH CARE,13F,06/30/2019,9.4991
Chewy inc,CHWY,"",150000.0,5250000.0,0.0130286,,606,150000.0,,new,No Data,Q2 2019, ,13F,06/30/2019,35.0
Under armour inc cl c,UA,"",235541.0,5229000.0,0.0129765,0.0104,607,15780.0,7.180528,addition,0.0522206,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,14.3429
Crowdstrike holdings inc,CRWD,"",75000.0,5122000.0,0.012711,,608,75000.0,,new,No Data,Q2 2019, ,13F,06/30/2019,68.29
Perrigo co plc,PRGO,"",107426.0,5116000.0,0.0126961,0.0136,609,-5165.0,-4.5874,reduction,0.0790653,Q3 2017,HEALTH CARE,13F,06/30/2019,85.1594
H&e equipment services inc,HEES,"",175708.0,5111000.0,0.0126837,,610,175708.0,,new,0.4910788,Q4 2018,INDUSTRIALS,13F,06/30/2019,29.09
Insmed inc,INSM,"",199000.0,5094000.0,0.0126415,0.0324,611,-247000.0,-55.381166,reduction,0.2564764,Q4 2017,HEALTH CARE,13F,06/30/2019,27.8339
Pivotal acquisition corp,PVT,"",500000.0,5075000.0,0.0125943,,612,500000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,10.15
Cathay general bancorp  inc.,CATY,"",140000.0,5027000.0,0.0124752,0.0176,613,-67000.0,-32.36715,reduction,0.1739563,Q2 2018,FINANCE,13F,06/30/2019,39.171
Dish network corp  class a,DISH,"",130239.0,5002000.0,0.0124132,0.0226,614,-155022.0,-54.343917,reduction,0.0278360,Q4 2016,COMMUNICATIONS,13F,06/30/2019,58.6014
Macys inc,M,"",232656.0,4993000.0,0.0123908,,615,232656.0,,new,0.0756679,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,21.46
Ipg photonics corp,IPGP,"",32300.0,4982000.0,0.0123636,0.0169,616,-12200.0,-27.41573,reduction,0.0609894,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,186.9872
Perspecta inc,PRSP,"",211411.0,4949000.0,0.0122817,,617,211411.0,,new,0.1299152,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,23.41
Affiliated managers group inc,AMG,"",52725.0,4858000.0,0.0120558,0.0171,618,-11200.0,-17.520532,reduction,0.1023786,Q2 2014,FINANCE,13F,06/30/2019,157.0463
Adaptive biotechnologies corp,ADPT,"",100000.0,4830000.0,0.0119863,,619,100000.0,,new,No Data,Q2 2019, ,13F,06/30/2019,48.3
Varian medical systems  inc.,VAR,"",35395.0,4818000.0,0.0119566,0.0275,620,-42083.0,-54.316064,reduction,0.0389899,Q4 2018,HEALTH CARE,13F,06/30/2019,127.3174
Axis capital holdings ltd,AXS,"",80700.0,4814000.0,0.0119466,,621,80700.0,,new,0.0961516,Q2 2019,FINANCE,13F,06/30/2019,59.65
Coty inc.,COTY,"",356144.0,4772000.0,0.0118424,0.0159,622,-196100.0,-35.509666,reduction,0.0473974,Q4 2016,CONSUMER STAPLES,13F,06/30/2019,17.6159
Meiragtx holdings plc,MGTX,"",175000.0,4704000.0,0.0116737,0.0075,623,0.0,0.0,,0.5248950,Q1 2019,HEALTH CARE,13F,06/30/2019,17.23
Calithera biosciences inc,CALA,"",1200000.0,4680000.0,0.0116141,0.0118,624,500000.0,71.428571,addition,3.0581040,Q4 2014,HEALTH CARE,13F,06/30/2019,10.8403
Gap (the),GPS,"",257866.0,4634000.0,0.0114999,,625,257866.0,,new,0.0681104,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,17.97
Everquote inc,EVER,"",350000.0,4550000.0,0.0112915,0.0065,626,0.0,0.0,,1.3725490,Q2 2018,COMMUNICATIONS,13F,06/30/2019,18.12
Western union co (the),WU,"",226413.0,4503000.0,0.0111748,,627,226413.0,,new,0.0519153,Q3 2006,FINANCE,13F,06/30/2019,19.89
Manitowoc co. inc.,MTW,"",250248.0,4454000.0,0.0110532,,628,250248.0,,new,0.7019579,Q2 2019,INDUSTRIALS,13F,06/30/2019,17.8
Zoom video communications inc,ZM,"",50000.0,4440000.0,0.0110185,,629,50000.0,,new,0.0195015,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,88.79
Change healthcare inc,CHNG,"",300000.0,4380000.0,0.0108696,,630,300000.0,,new,No Data,Q2 2019, ,13F,06/30/2019,14.6
Newmont goldcorp corp,NEM,"",112956.0,4345000.0,0.0107827,0.0586,631,-542044.0,-82.754809,reduction,0.0212056,Q2 2014,MATERIALS,13F,06/30/2019,31.9262
Franks international n.v.,FI,"",780846.0,4263000.0,0.0105792,0.0152,632,-200000.0,-20.390561,reduction,0.3468885,Q3 2013,ENERGY,13F,06/30/2019,13.0999
Reata pharmaceuticals inc,RETA,"",45000.0,4246000.0,0.0105371,,633,45000.0,,new,0.1497006,Q2 2019,HEALTH CARE,13F,06/30/2019,94.35
Qorvo inc,QRVO,"",63278.0,4215000.0,0.0104601,0.0223,634,-61300.0,-49.20612,reduction,0.0536027,Q2 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,69.5969
Hollyfrontier corp,HFC,"",85600.0,3962000.0,0.00983227,0.0241,635,-109900.0,-56.214834,reduction,0.0501259,Q2 2018,ENERGY,13F,06/30/2019,51.8434
Maxim integrated products inc,MXIM,"",65600.0,3924000.0,0.00973797,0.0289,636,-152100.0,-69.866789,reduction,0.0239941,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,50.85
Independence contract drilling inc,ICD,"",2478693.0,3916000.0,0.00971812,0.0172,637,0.0,0.0,,3.2157408,Q2 2015,ENERGY,13F,06/30/2019,5.6233
Heska corp,HSKA,"",45000.0,3833000.0,0.00951214,,638,45000.0,,new,0.5813953,Q2 2019,HEALTH CARE,13F,06/30/2019,85.17
L brands inc,LB,"",145927.0,3809000.0,0.00945258,,639,145927.0,,new,0.0530239,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,26.1
Allegheny technologies inc,ATI,"",150000.0,3780000.0,0.00938061,,640,150000.0,,new,0.1189438,Q3 2017,MATERIALS,13F,06/30/2019,25.2
U.s. silica holdings  inc.,SLCA,"",287546.0,3678000.0,0.00912749,0.0103,641,50000.0,21.048555,addition,0.3909531,Q1 2016,MATERIALS,13F,06/30/2019,35.6145
Sage therapeutics inc,SAGE,"",20000.0,3662000.0,0.00908778,0.008,642,0.0,0.0,,0.0391007,Q1 2019,HEALTH CARE,13F,06/30/2019,159.05
Borg warner inc,BWA,"",87000.0,3652000.0,0.00906296,,643,87000.0,,new,0.0418873,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,41.98
Berry petroleum co,BR,"",320000.0,3392000.0,0.00841774,0.0078,644,50000.0,18.518519,addition,0.3908198,Q3 2018,ENERGY,13F,06/30/2019,16.5231
Unum group  inc.,UNM,"",99269.0,3330000.0,0.00826387,0.0036,645,56700.0,133.195518,addition,0.0462512,Q1 2015,FINANCE,13F,06/30/2019,33.8877
Schein (henry) inc.,HSIC,"",46800.0,3271000.0,0.00811746,0.0084,646,-9400.0,-16.725979,reduction,0.0309115,Q1 2015,HEALTH CARE,13F,06/30/2019,75.1086
Zosano pharma corp,ZSAN,"",1000000.0,3270000.0,0.00811498,0.0119,647,0.0,0.0,,5.6433409,Q1 2018,HEALTH CARE,13F,06/30/2019,5.04
International flavors and fragrances  inc.,IFF,"",21800.0,3163000.0,0.00784944,0.0076,648,-1700.0,-7.234043,reduction,0.0204426,Q4 2013,MATERIALS,13F,06/30/2019,134.27
Fts international inc,FTSI,"",565000.0,3153000.0,0.00782462,0.0191,649,-200000.0,-26.143791,reduction,0.5143377,Q1 2018,ENERGY,13F,06/30/2019,12.2435
Neuronetics inc,STIM,"",250000.0,3128000.0,0.00776258,,650,250000.0,,new,1.3653741,Q2 2018,HEALTH CARE,13F,06/30/2019,12.51
Steel dynamics  inc.,STLD,"",100000.0,3020000.0,0.00749456,,651,100000.0,,new,0.0448571,Q2 2019,MATERIALS,13F,06/30/2019,30.2
Cryolife  inc.,CRY,"",100000.0,2993000.0,0.00742756,,652,100000.0,,new,0.2695418,Q2 2019,HEALTH CARE,13F,06/30/2019,29.93
Atricure inc,ATRC,"",100000.0,2984000.0,0.00740523,,653,100000.0,,new,0.2590003,Q2 2019,HEALTH CARE,13F,06/30/2019,29.84
Axogen inc,AXGN,"",150000.0,2970000.0,0.00737048,0.0184,654,-200000.0,-57.142857,reduction,0.3851091,Q1 2019,HEALTH CARE,13F,06/30/2019,21.06
Cliffs natural resources inc.,CLF,"",250000.0,2668000.0,0.00662103,,655,250000.0,,new,0.0860378,Q2 2019,MATERIALS,13F,06/30/2019,10.67
Liveramp holdings inc,RAMP,"",55000.0,2666000.0,0.00661606,,656,55000.0,,new,0.0797422,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Rite aid corp.,RAD,"",301172.0,2412000.0,0.00598573,0.0096,657,-1.4,-0.000465,reduction,0.5587607,Q3 2013,CONSUMER STAPLES,13F,06/30/2019,5.9933
Pagerduty inc,PD,"",50000.0,2353000.0,0.00583931,,658,50000.0,,new,0.0679256,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,47.05
Omnicom group inc.,OMC,"",27900.0,2286000.0,0.00567304,,659,27900.0,,new,0.0124726,Q2 2019,COMMUNICATIONS,13F,06/30/2019,81.95
Cyclerion therapeutics inc,CYCN,"",187500.0,2147000.0,0.00532809,,660,187500.0,,new,0.6843066,Q2 2019,HEALTH CARE,13F,06/30/2019,11.45
Atlas air worldwide holdings inc,AAWW,"",46499.0,2076000.0,0.00515189,0.0059,661,0.0,0.0,,0.1805786,Q4 2018,TRANSPORTS,13F,06/30/2019,42.19
Century aluminum co.,CENX,"",300000.0,2073000.0,0.00514445,,662,300000.0,,new,0.3405221,Q2 2019,MATERIALS,13F,06/30/2019,6.91
Hudson pacific properties inc,HPP,"",61678.0,2052000.0,0.00509233,,663,61678.0,,new,0.0398077,Q2 2019,REAL ESTATE,13F,06/30/2019,33.27
Fastly inc,FSLY,"",100000.0,2028000.0,0.00503277,,664,100000.0,,new,No Data,Q2 2019, ,13F,06/30/2019,20.28
News inc. class b,NWS,"",143031.0,1997000.0,0.00495584,0.0047,665,-7800.0,-5.171351,reduction,0.0244431,Q3 2015,COMMUNICATIONS,13F,06/30/2019,12.7803
Valvoline inc,VVV,"",100000.0,1953000.0,0.00484665,0.2282,666,-4817402.0,-97.966406,reduction,0.0531378,Q3 2017,MATERIALS,13F,06/30/2019,21.1937
Macerich company (the),MAC,"",56394.0,1889000.0,0.00468783,0.0101,667,-37228.0,-39.764158,reduction,0.0399504,Q2 2013,REAL ESTATE,13F,06/30/2019,61.4987
Akero therapeutics inc,AKRO,"",96721.0,1852000.0,0.004596,,668,96721.0,,new,No Data,Q2 2019, ,13F,06/30/2019,19.15
Aar corp,AIR,"",49558.0,1823000.0,0.00452404,0.0086,669,-56241.0,-53.158347,reduction,0.1413117,Q1 2019,INDUSTRIALS,13F,06/30/2019,32.51
Kontoor brands inc,KTB,"",59534.0,1668000.0,0.00413938,,670,59534.0,,new,0.1051095,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,28.02
Embraer s.a. adr,ERJ,"",78117.0,1572000.0,0.00390114,0.0299,671,-551349.0,-87.589957,reduction,0.0106212,Q4 2017,INDUSTRIALS,13F,06/30/2019,22.6096
Nordstrom inc.,JWN,"",49064.0,1563000.0,0.00387881,,672,49064.0,,new,0.0316644,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,31.86
Acorda therapeutics inc,ACOR,"",200000.0,1534000.0,0.00380684,0.0025,673,125000.0,166.666667,addition,0.4199034,Q1 2019,HEALTH CARE,13F,06/30/2019,9.7775
Aclaris therapeutics inc,ACRS,"",700000.0,1533000.0,0.00380436,,674,700000.0,,new,1.6961473,Q2 2019,HEALTH CARE,13F,06/30/2019,2.19
Contrafect corp,CFRX,"",2880000.0,1469000.0,0.00364553,0.0029,675,0.0,0.0,,3.6267473,Q3 2015,HEALTH CARE,13F,06/30/2019,2.6082
Leo holdings corp,LHC,"",139500.0,1433000.0,0.0035562,,676,139500.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,10.27
Spartan energy acquisition corp,SPAQ/WS,"",1584000.0,1410000.0,0.00349912,0.0044,677,0.0,0.0,,N/A,Q4 2018, ,13F,06/30/2019,
Allena pharmaceuticals inc,ALNA,"",343574.0,1398000.0,0.00346934,0.006,678,0.0,0.0,,1.6502113,Q1 2018,HEALTH CARE,13F,06/30/2019,12.5376
Skyline champion corp,SKY,"",50000.0,1369000.0,0.00339737,,679,50000.0,,new,0.0881679,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,27.38
Mohawk industries inc.,MHK,"",9100.0,1342000.0,0.00333037,,680,9100.0,,new,0.0125847,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,147.47
Zogenix inc,ZGNX,"",25000.0,1195000.0,0.00296556,0.0275,681,-175000.0,-87.5,reduction,0.0588928,Q4 2017,HEALTH CARE,13F,06/30/2019,40.05
Kura oncology inc,KURA,"",50000.0,985000.0,0.00244442,0.0021,682,0.0,0.0,,0.1309243,Q1 2019,HEALTH CARE,13F,06/30/2019,16.59
Savara inc,SVRA,"",400000.0,948000.0,0.0023526,,683,400000.0,,new,1.1163829,Q2 2019,HEALTH CARE,13F,06/30/2019,2.37
Arya sciences acquistion corporation,ARYAW,"",625000.0,938000.0,0.00232778,0.0019,684,0.0,0.0,,N/A,Q4 2018, ,13F,06/30/2019,
Array biopharma inc,ARRY,"",20000.0,927000.0,0.00230048,,685,20000.0,,new,0.0091655,Q2 2019,HEALTH CARE,13F,06/30/2019,46.33
Cubic corp,CUB,"",14036.0,905000.0,0.00224589,0.002,686,0.0,0.0,,0.0450594,Q3 2011,INDUSTRIALS,13F,06/30/2019,39.07
Wesco aircraft holdings inc,WAIR,"",73056.0,811000.0,0.00201261,0.0011,687,25000.0,52.02264,addition,0.0732464,Q4 2018,INDUSTRIALS,13F,06/30/2019,8.9951
Axovant sciences ltd,AXGT,"",125000.0,779000.0,0.0019332,0.0033,688,0.0,0.0,,0.1022244,Q2 2018,HEALTH CARE,13F,06/30/2019,2.26
Aptiv plc,APTV,"",8800.0,711000.0,0.00176445,,689,8800.0,,new,0.0034130,Q1 2016,INDUSTRIALS,13F,06/30/2019,80.83
Tortoise acquisition corp,SHLL/WS,"",1012500.0,709000.0,0.00175949,,690,1012500.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Moog inc class a,MOG.A,"",7553.0,707000.0,0.00175452,0.0016,691,0.0,0.0,,0.0216729,Q1 2015,INDUSTRIALS,13F,06/30/2019,75.9176
Transocean ltd,RIG,"",100000.0,641000.0,0.00159073,0.0119,692,-446113.0,-81.688771,reduction,0.0163838,Q2 2018,ENERGY,13F,06/30/2019,13.4752
Regalwood global energy ltd,RWGEWS,"",666666.0,600000.0,0.00148899,0.0016,693,0.0,0.0,,N/A,Q1 2018, ,13F,06/30/2019,
Globant s.a.,GLOB,"",5600.0,566000.0,0.00140461,0.0054,694,-24400.0,-81.333333,reduction,0.0153888,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,36.4
Rhythm pharmaceuticals inc,RYTM,"",25000.0,550000.0,0.0013649,0.0017,695,0.0,0.0,,0.0726111,Q3 2018,HEALTH CARE,13F,06/30/2019,27.41
Amci acquisition corporation,AMCIW,"",1800000.0,522000.0,0.00129542,,696,1800000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Comtech telecommunications corp.,CMTL,"",18499.0,520000.0,0.00129045,0.0011,697,0.0,0.0,,0.0766639,Q3 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,15.1339
Dbv technologies s.a. adr,DBVT,"",50000.0,411000.0,0.00101996,0.001,698,0.0,0.0,,0.0828912,Q1 2019,HEALTH CARE,13F,06/30/2019,7.71
Advaxis inc,ADXS,"",166666.0,348000.0,0.000863612,0.0025,699,0.0,0.0,,3.0247913,Q4 2014,HEALTH CARE,13F,06/30/2019,9.9006
Sanofi contingent rights expires 12/31/20,GCVRZ,"",614455.0,320000.0,0.000794126,0.0007,700,0.0,0.0,,0.0493358,Q2 2011,HEALTH CARE,13F,06/30/2019,2.2932
Resideo technologies inc,REZI,"",14180.0,311000.0,0.000771791,0.0117,701,-229312.0,-94.1764,reduction,0.0115566,Q4 2018,INDUSTRIALS,13F,06/30/2019,20.55
Sentinel energy services inc,STNLW,"",333334.0,233000.0,0.000578223,0.0006,702,0.0,0.0,,N/A,Q1 2018, ,13F,06/30/2019,
Nabors industries ltd.,NBR,"",75000.0,218000.0,0.000540998,0.0006,703,0.0,0.0,,0.0209036,Q2 2016,ENERGY,13F,06/30/2019,10.7987
Spark energy inc,SPKE,"",13474.0,151000.0,0.000374728,0.0003,704,0.0,0.0,,0.0385633,Q4 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,7.43
Alta mesa res inc wt exp 03/23,AMRWW,"",66666.0,0.0,0.0,0.0,705,0.0,0.0,,N/A,Q1 2018, ,13F,06/30/2019,
Arris international plc,ARRS,"",0.0,0.0,0.0,0.0553,706,-700000.0,-100.0,soldall,0.0000000,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,30.57
Kimberly-clark corp.,KMB,"",0.0,0.0,0.0,0.0475,707,-153433.0,-100.0,soldall,0.0000000,Q1 2015,CONSUMER STAPLES,13F,06/30/2019,113.3705
Microchip technology inc,MCHP,"",0.0,0.0,0.0,0.0198,708,-95356.0,-100.0,soldall,0.0000000,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,82.0245
Bristol-myers squibb co,BMY,"",0.0,0.0,0.0,0.1016,709,-851920.0,-100.0,soldall,0.0000000,Q4 2005,HEALTH CARE,13F,06/30/2019,56.6995
Fluor corp.,FLR,"",0.0,0.0,0.0,0.0153,710,-166292.0,-100.0,soldall,0.0000000,Q3 2013,INDUSTRIALS,13F,06/30/2019,48.1426
Parker-hannifin corp.,PH,"",0.0,0.0,0.0,0.0185,711,-43142.0,-100.0,soldall,0.0000000,Q1 2019,INDUSTRIALS,13F,06/30/2019,171.62
Huntington bancshares  inc. (huntington national bank  columbus  oh),HBAN,"",0.0,0.0,0.0,0.0091,712,-287100.0,-100.0,soldall,0.0000000,Q3 2016,FINANCE,13F,06/30/2019,14.756
Williams cos. (the),WMB,"",0.0,0.0,0.0,0.1081,713,-1505300.0,-100.0,soldall,0.0000000,Q1 2014,ENERGY,13F,06/30/2019,28.3556
Harley davidson inc,HOG,"",0.0,0.0,0.0,0.0181,714,-202900.0,-100.0,soldall,0.0000000,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,34.12
Oshkosh corporation,OSK,"",0.0,0.0,0.0,0.0468,715,-249228.0,-100.0,soldall,0.0000000,Q4 2018,INDUSTRIALS,13F,06/30/2019,64.0826
Celanese corp,CE,"",0.0,0.0,0.0,0.1074,716,-435400.0,-100.0,soldall,0.0000000,Q1 2019,MATERIALS,13F,06/30/2019,98.61
Fiserv inc.,FISV,"",0.0,0.0,0.0,0.0322,717,-146010.0,-100.0,soldall,0.0000000,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,67.8197
Synovus financial corp. (columbus  ga),SNV,"",0.0,0.0,0.0,0.0387,718,-450000.0,-100.0,soldall,0.0000000,Q3 2018,FINANCE,13F,06/30/2019,35.63
Callon petroleum co. (1994),CPE,"",0.0,0.0,0.0,0.0544,719,-2881356.0,-100.0,soldall,0.0000000,Q1 2016,ENERGY,13F,06/30/2019,10.6946
Rockwell automation  inc.,ROK,"",0.0,0.0,0.0,0.0018,720,-4082.0,-100.0,soldall,0.0000000,Q1 2016,INDUSTRIALS,13F,06/30/2019,168.4268
Eagle materials inc.,EXP,"",0.0,0.0,0.0,0.1953,721,-926326.0,-100.0,soldall,0.0000000,Q3 2014,MATERIALS,13F,06/30/2019,91.9288
Cabot oil & gas corp.,COG,"",0.0,0.0,0.0,0.0191,722,-291900.0,-100.0,soldall,0.0000000,Q1 2019,ENERGY,13F,06/30/2019,26.1
Biomarin pharmaceutical inc,BMRN,"",0.0,0.0,0.0,0.0187,723,-84000.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,88.83
Genuine parts co.,GPC,"",0.0,0.0,0.0,0.0156,724,-55800.0,-100.0,soldall,0.0000000,Q4 2001,INDUSTRIALS,13F,06/30/2019,95.9769
Devon energy corp.,DVN,"",0.0,0.0,0.0,0.041,725,-519300.0,-100.0,soldall,0.0000000,Q3 2017,ENERGY,13F,06/30/2019,40.8599
First horizon national corp. (first national bank  memphis  tn),FHN,"",0.0,0.0,0.0,0.0119,726,-340000.0,-100.0,soldall,0.0000000,Q2 2018,FINANCE,13F,06/30/2019,17.5562
Lincoln electric holdings inc,LECO,"",0.0,0.0,0.0,0.0456,727,-217500.0,-100.0,soldall,0.0000000,Q1 2019,INDUSTRIALS,13F,06/30/2019,83.87
Stanley black & decker inc.,SWK,"",0.0,0.0,0.0,0.0624,728,-183314.0,-100.0,soldall,0.0000000,Q3 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,136.17
Tiffany & co. (de),TIF,"",0.0,0.0,0.0,0.0355,729,-134597.0,-100.0,soldall,0.0000000,Q1 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,105.55
Eqt corporation (equitable gas co.),EQT,"",0.0,0.0,0.0,0.0298,730,-574940.0,-100.0,soldall,0.0000000,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,55.6759
Novartis ag ads,NVS,"",0.0,0.0,0.0,0.024,731,-111600.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,13F,06/30/2019,85.81
Comerica  inc. (detroit  mi) (detroit bank & trust),CMA,"",0.0,0.0,0.0,0.0137,732,-74916.0,-100.0,soldall,0.0000000,Q2 2014,FINANCE,13F,06/30/2019,73.3945
South jersey industries inc.,SJI,"",0.0,0.0,0.0,0.02,733,-250000.0,-100.0,soldall,0.0000000,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,32.07
Biogen inc,BIIB,"",0.0,0.0,0.0,0.0674,734,-113976.0,-100.0,soldall,0.0000000,Q2 2011,HEALTH CARE,13F,06/30/2019,269.4046
Cummins inc,CMI,"",0.0,0.0,0.0,0.0855,735,-216704.0,-100.0,soldall,0.0000000,Q2 2014,INDUSTRIALS,13F,06/30/2019,136.179
Mattel inc.,MAT,"",0.0,0.0,0.0,0.0135,736,-414942.0,-100.0,soldall,0.0000000,Q4 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,19.0534
Regions financial corp.  (birmingham  al),RF,"",0.0,0.0,0.0,0.0543,737,-1535700.0,-100.0,soldall,0.0000000,Q2 2014,FINANCE,13F,06/30/2019,16.858
Ralph lauren corp. class a,RL,"",0.0,0.0,0.0,0.0219,738,-67600.0,-100.0,soldall,0.0000000,Q3 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,103.69
Cheniere energy inc,LNG,"",0.0,0.0,0.0,0.1584,739,-926786.0,-100.0,soldall,0.0000000,Q1 2018,ENERGY,13F,06/30/2019,60.5842
Builders firstsource inc,BLDR,"",0.0,0.0,0.0,0.0267,740,-800000.0,-100.0,soldall,0.0000000,Q2 2018,INDUSTRIALS,13F,06/30/2019,14.8041
Exact sciences corp,EXAS,"",0.0,0.0,0.0,0.0108,741,-50000.0,-100.0,soldall,0.0000000,Q3 2018,HEALTH CARE,13F,06/30/2019,77.3523
Vaneck vect gold miners etf,GDX,"",0.0,0.0,0.0,0.014,742,-250000.0,-100.0,soldall,No Data,Q4 2018,MATERIALS,13F,06/30/2019,21.09
Madrigal pharmaceuticals inc,MDGL,"",0.0,0.0,0.0,0.01,743,-32050.0,-100.0,soldall,0.0000000,Q4 2016,HEALTH CARE,13F,06/30/2019,28.5293
Braskem s.a. adr,BAK,"",0.0,0.0,0.0,0.1626,744,-2518398.0,-100.0,soldall,No Data,Q1 2017,MATERIALS,13F,06/30/2019,23.5276
Unitil corp,UTL,"",0.0,0.0,0.0,0.0555,745,-410000.0,-100.0,soldall,0.0000000,Q2 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,44.181
Ball corp.,BLL,"",0.0,0.0,0.0,0.0317,746,-219148.0,-100.0,soldall,0.0000000,Q1 2019,MATERIALS,13F,06/30/2019,57.86
Oge energy corp. (oklahoma gas & electric),OGE,"",0.0,0.0,0.0,0.0809,747,-750000.0,-100.0,soldall,0.0000000,Q2 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,35.4437
Colfax corp,CFX,"",0.0,0.0,0.0,0.0557,748,-751066.0,-100.0,soldall,0.0000000,Q4 2018,INDUSTRIALS,13F,06/30/2019,20.9
American water works co inc,AWK,"",0.0,0.0,0.0,0.0574,749,-220041.0,-100.0,soldall,0.0000000,Q1 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,70.1982
Two harbors investments corp,TWO,"",0.0,0.0,0.0,0.0254,750,-750000.0,-100.0,soldall,0.0000000,Q1 2019,REAL ESTATE,13F,06/30/2019,13.53
Kar auction services inc,KAR,"",0.0,0.0,0.0,0.0128,751,-264200.0,-100.0,soldall,0.0000000,Q1 2019,INDUSTRIALS,13F,06/30/2019,51.31
Takeda pharmaceutical co ltd,TAK,"",0.0,0.0,0.0,0.11,752,-2160000.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,20.37
Assembly biosciences inc,ASMB,"",0.0,0.0,0.0,0.0037,753,-75000.0,-100.0,soldall,0.0000000,Q4 2017,HEALTH CARE,13F,06/30/2019,44.495
Hartford financial services (the) warrant,HIG-W,"",0.0,0.0,0.0,0.0455,754,-400000.0,-100.0,soldall,0.0000000,Q1 2015,FINANCE,13F,06/30/2019,34.02
