Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Weyerhaeuser corp.,WY,"",1110531.0,29251000.0,0.1869,0.0803,152,652311.0,142.357601,addition,0.1489067,Q1 2016,MATERIALS,13F,06/30/2019,25.0448
Hyatt hotels corp,H,"",384014.0,29235000.0,0.1868,0.1315,153,111404.0,40.865706,addition,0.3645818,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,73.2679
Alibaba group holding ltd adr,BABA,"",172062.0,29156000.0,0.1863,0.081,154,105304.0,157.739896,addition,0.0067182,Q3 2014,COMMUNICATIONS,13F,06/30/2019,156.8869
Hd supply holdings inc,HDS,"",723218.0,29131000.0,0.1862,0.117,155,317447.0,78.233043,addition,0.4235537,Q3 2018,INDUSTRIALS,13F,06/30/2019,41.4201
Noble energy  inc,NBL,"",1297500.0,29064000.0,0.1857,,156,1297500.0,,new,0.2683113,Q2 2019,ENERGY,13F,06/30/2019,22.4
Schlumberger ltd.,SLB,"",730876.0,29045000.0,0.1856,0.3207,157,-376056.0,-33.972819,reduction,0.0527339,Q1 2017,ENERGY,13F,06/30/2019,59.2543
Las vegas sands corp,LVS,"",482672.0,28521000.0,0.1823,,158,482672.0,,new,0.0624567,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,59.09
Consolidated edison co. of new york inc. (consolidated gas co. of new york),ED,"",325277.0,28520000.0,0.1823,0.1407,159,75678.0,30.319833,addition,0.1013072,Q3 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,79.0545
Lam research corp.,LRCX,PUT,155400.0,28443000.0,0.1818,,160,155400.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Biogen inc,BIIB,"",120457.0,28171000.0,0.18,0.0368,161,97034.0,414.268027,addition,0.0612358,Q4 2014,HEALTH CARE,13F,06/30/2019,246.9794
Sysco corp.,SYY,"",394365.0,27889000.0,0.1782,0.5635,162,-875070.0,-68.933817,reduction,0.0768054,Q3 2015,CONSUMER STAPLES,13F,06/30/2019,66.8205
Fiserv inc.,FISV,"",305335.0,27834000.0,0.1779,0.0225,163,266949.0,695.433231,addition,0.0778975,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,90.7979
Aarons inc. class a,AAN,"",451278.0,27713000.0,0.1771,0.0783,164,227536.0,101.695703,addition,0.6715446,Q2 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,56.0506
Commscope holding co inc,COMM,"",1726463.0,27157000.0,0.1736,0.5124,165,-1819679.0,-51.31433,reduction,0.8921367,Q2 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,21.1969
Texas roadhouse inc  class a,TXRH,"",504557.0,27080000.0,0.1731,0.0325,166,425885.0,541.342536,addition,0.7038039,Q3 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,54.9985
Snap inc class a,SNAP,CALL,1832500.0,26681000.0,0.1705,0.0733,167,832500.0,83.25,addition,N/A,Q3 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,
Smith (a.o.) corp.  class b,AOS,"",565088.0,26650000.0,0.1703,0.3247,168,-350852.0,-38.305129,reduction,0.3325025,Q3 2017,INDUSTRIALS,13F,06/30/2019,49.3965
Carlisle companies inc,CSL,"",189093.0,26551000.0,0.1697,,169,189093.0,,new,0.3301205,Q1 2017,INDUSTRIALS,13F,06/30/2019,140.41
Alcon inc,ALC,"",426310.0,26453000.0,0.1691,,170,426310.0,,new,0.0872335,Q2 2019,HEALTH CARE,13F,06/30/2019,62.05
Sunstone hotel investors  inc.,SHO,"",1927540.0,26427000.0,0.1689,0.0414,171,1494772.0,345.397996,addition,0.8432302,Q4 2015,REAL ESTATE,13F,06/30/2019,13.6366
Hostess brands inc class a,TWNK,"",1819923.0,26280000.0,0.168,0.001,172,1808396.0,15688.349093,addition,1.3967176,Q4 2017,FINANCE,13F,06/30/2019,14.4421
Lgi homes inc,LGIH,"",366770.0,26198000.0,0.1674,0.0669,173,199664.0,119.483442,addition,1.5995203,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,66.3317
Iqvia holdings inc,IQV,"",162623.0,26166000.0,0.1672,0.0246,174,136893.0,532.036533,addition,0.0824493,Q3 2018,HEALTH CARE,13F,06/30/2019,153.9345
Jd.com inc adr,JD,"",856556.0,25945000.0,0.1658,0.3029,175,-654472.0,-43.313029,reduction,0.0711431,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,30.15
Vornado realty trust,VNO,"",399488.0,25607000.0,0.1637,0.1627,176,36757.0,10.133405,addition,0.2096610,Q2 2016,REAL ESTATE,13F,06/30/2019,66.0392
Macerich company (the),MAC,"",762142.0,25524000.0,0.1631,0.2076,177,42041.0,5.838209,addition,0.5399136,Q1 2016,REAL ESTATE,13F,06/30/2019,51.6546
World wrestling entertainment inc,WWE,"",351617.0,25390000.0,0.1623,0.0443,178,274922.0,358.461438,addition,0.4505600,Q3 2015,COMMUNICATIONS,13F,06/30/2019,69.3281
Tableau software inc,DATA,"",152239.0,25275000.0,0.1615,,179,152239.0,,new,0.1766524,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,166.02
Umpqua holdings corp.,UMPQ,"",1520829.0,25231000.0,0.1612,0.0263,180,1281553.0,535.596132,addition,0.6903445,Q2 2016,FINANCE,13F,06/30/2019,16.5758
Dropbox inc,DBX,"",1004064.0,25152000.0,0.1607,,181,1004064.0,,new,0.2139538,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,25.05
L brands inc,LB,"",962358.0,25118000.0,0.1605,0.1892,182,-69269.0,-6.714539,reduction,0.3496813,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,29.8137
American homes 4 rent,AMH,"",1031160.0,25067000.0,0.1602,0.2387,183,-549181.0,-34.750791,reduction,0.3440411,Q3 2016,REAL ESTATE,13F,06/30/2019,21.5395
Rh common stock,RH,"",216345.0,25009000.0,0.1598,0.0639,184,122953.0,131.652604,addition,1.0563721,Q3 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,121.8875
Jacobs engineering group,JEC,"",293876.0,24800000.0,0.1585,0.1083,185,77335.0,35.713791,addition,0.2106336,Q4 2018,INDUSTRIALS,13F,06/30/2019,71.4604
Humana  inc.,HUM,"",93367.0,24770000.0,0.1583,0.0219,186,80959.0,652.47421,addition,0.0688344,Q2 2014,HEALTH CARE,13F,06/30/2019,265.8337
Lumentum holdings inc,LITE,"",460001.0,24569000.0,0.157,0.171,187,5239.0,1.152031,addition,0.6020955,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,56.6234
Starbucks corp.,SBUX,"",292699.0,24537000.0,0.1568,0.0452,188,201354.0,220.432427,addition,0.0235364,Q3 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,78.3951
Take-two interactive software  inc.,TTWO,"",214133.0,24311000.0,0.1554,0.1311,189,5222.0,2.499629,addition,0.1892303,Q3 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,110.3028
Service corp. international  inc.,SCI,"",517819.0,24224000.0,0.1548,,190,517819.0,,new,0.2840010,Q1 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,46.78
Autozone inc.,AZO,"",22030.0,24221000.0,0.1548,0.605,191,-66818.0,-75.204844,reduction,0.0885094,Q1 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,700.5597
Linde plc,LIN,"",120290.0,24154000.0,0.1544,0.002,192,118552.0,6821.173763,addition,0.0418284,Q4 2018,MATERIALS,13F,06/30/2019,201.1345
Royal caribbean cruises ltd,RCL,"",198712.0,24086000.0,0.1539,0.402,193,-328803.0,-62.33055,reduction,0.0949912,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,110.1039
Allegion plc,ALLE,"",216841.0,23972000.0,0.1532,0.0286,194,169486.0,357.905184,addition,0.2308047,Q4 2018,INDUSTRIALS,13F,06/30/2019,104.5683
Davita healthcare partners inc,DVA,"",423348.0,23818000.0,0.1522,0.0968,195,155053.0,57.791983,addition,0.2544159,Q4 2015,HEALTH CARE,13F,06/30/2019,53.7736
Tapestry inc,TPR,"",747637.0,23723000.0,0.1516,0.0148,196,678905.0,987.756795,addition,0.2578236,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,31.9511
Wingstop inc,WING,"",243379.0,23060000.0,0.1474,0.2034,197,-158957.0,-39.50852,reduction,0.8278197,Q2 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,74.275
Taubman centers  inc.,TCO,"",563594.0,23012000.0,0.1471,0.1587,198,112171.0,24.848313,addition,0.9221106,Q3 2016,REAL ESTATE,13F,06/30/2019,49.8295
Allergan plc,AGN,CALL,175000.0,22892000.0,0.1463,0.0487,199,125000.0,250.0,addition,N/A,Q4 2018,HEALTH CARE,13F,06/30/2019,
Post holdings inc,POST,"",218600.0,22728000.0,0.1453,0.0237,200,186067.0,571.933114,addition,0.2981858,Q3 2015,CONSUMER STAPLES,13F,06/30/2019,102.2022
Robert half international  inc.,RHI,"",395792.0,22564000.0,0.1442,0.0281,201,330832.0,509.285714,addition,0.3323749,Q1 2017,INDUSTRIALS,13F,06/30/2019,58.4357
Jones lang lasalle inc,JLL,"",159589.0,22453000.0,0.1435,0.0103,202,149563.0,1491.751446,addition,0.3498224,Q1 2017,REAL ESTATE,13F,06/30/2019,141.5375
Cypress semiconductor corp,CY,"",1009002.0,22440000.0,0.1434,,203,1009002.0,,new,0.2767498,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,22.24
Investors bancorp inc,ISBC,"",2009959.0,22411000.0,0.1432,0.1916,204,-421343.0,-17.329933,reduction,0.7121453,Q3 2018,FINANCE,13F,06/30/2019,10.8642
Sarepta therapeutics inc,SRPT,"",144256.0,21920000.0,0.1401,0.1267,205,-15649.0,-9.786436,reduction,0.2023510,Q3 2016,HEALTH CARE,13F,06/30/2019,98.4847
Ipath series b s&p 500 vix short-term fu,VXX,PUT,815400.0,21706000.0,0.1387,0.0973,206,315400.0,63.08,addition,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Humana  inc.,HUM,CALL,80000.0,21617000.0,0.1382,,207,80000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Retail opportunity investments corp,ROIC,"",1259910.0,21582000.0,0.1379,0.1211,208,209352.0,19.927696,addition,1.1021870,Q3 2017,REAL ESTATE,13F,06/30/2019,16.7669
Penn national gaming inc.,PENN,"",1117741.0,21528000.0,0.1376,0.0195,209,972104.0,667.484224,addition,0.9566424,Q2 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,20.3126
Xilinx  inc,XLNX,PUT,191200.0,21441000.0,0.137,,210,191200.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Zynga  inc.,ZNGA,"",3431010.0,21032000.0,0.1344,0.015,211,3006798.0,708.796074,addition,0.3668431,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,6.0116
Ingevity corp,NGVT,"",199109.0,20940000.0,0.1338,0.1286,212,16024.0,8.752219,addition,0.4757682,Q3 2018,MATERIALS,13F,06/30/2019,89.1403
Old dominion freight line inc,ODFL,"",139446.0,20814000.0,0.133,0.0094,213,129602.0,1316.55831,addition,0.1718373,Q2 2018,TRANSPORTS,13F,06/30/2019,149.2388
Zendesk inc,ZEN,"",233187.0,20761000.0,0.1327,0.1563,214,-43383.0,-15.686083,reduction,0.2128201,Q4 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,59.9639
Microsoft corp.,MSFT,"",153888.0,20615000.0,0.1317,0.6456,215,-669340.0,-81.306758,reduction,0.0019986,Q1 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,117.5048
Wpx energy inc,WPX,"",1790927.0,20614000.0,0.1317,0.027,216,1481155.0,478.143602,addition,0.4241189,Q1 2016,ENERGY,13F,06/30/2019,11.5536
Horizon therapeutics plc,HZNP,"",849997.0,20451000.0,0.1307,0.0923,217,324497.0,61.750143,addition,0.4597561,Q1 2016,HEALTH CARE,13F,06/30/2019,21.0189
Tradeweb markets inc,TW,"",464938.0,20369000.0,0.1302,,218,464938.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,43.81
Best buy co.  inc.,BBY,PUT,300000.0,20262000.0,0.1295,0.017,219,264000.0,733.333333,addition,N/A,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,
Ncr corp.,NCR,"",649572.0,20202000.0,0.1291,0.2104,220,-510176.0,-43.990246,reduction,0.5461342,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,24.9247
Sun life financial inc,SLF,"",486433.0,20142000.0,0.1287,,221,486433.0,,new,0.0812808,Q2 2019,FINANCE,13F,06/30/2019,41.36
Broadcom ltd. (avago technologies),AVGO,CALL,73000.0,20001000.0,0.1278,,222,73000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Asml holding nv (adr),ASML,"",96134.0,19989000.0,0.1277,0.0131,223,85676.0,819.23886,addition,0.0228184,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,205.7673
Gildan activewear inc,GIL,"",515552.0,19942000.0,0.1274,0.1037,224,82052.0,18.927797,addition,0.2495653,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,32.7282
General mills co.,GIS,"",378342.0,19871000.0,0.127,,225,378342.0,,new,0.0631844,Q3 2015,CONSUMER STAPLES,13F,06/30/2019,52.52
Churchill downs inc,CHDN,"",172574.0,19858000.0,0.1269,0.4272,226,-539273.0,-75.756869,reduction,0.4280109,Q2 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,210.7631
Align technology inc,ALGN,PUT,70000.0,19849000.0,0.1269,,227,70000.0,,new,N/A,Q3 2017,HEALTH CARE,13F,06/30/2019,
Stryker corp.,SYK,"",96357.0,19809000.0,0.1266,0.0212,228,80254.0,498.379184,addition,0.0258254,Q4 2014,HEALTH CARE,13F,06/30/2019,198.4122
Cisco systems  inc.,CSCO,PUT,344500.0,19647000.0,0.1256,,229,344500.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Mohawk industries inc.,MHK,"",132476.0,19536000.0,0.1249,,230,132476.0,,new,0.1832056,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,147.47
Ritchie brothers auctioneers  inc.,RBA,"",586724.0,19491000.0,0.1246,0.1573,231,-109106.0,-15.679979,reduction,0.5396156,Q4 2017,INDUSTRIALS,13F,06/30/2019,34.0
Willis towers watson plc,WLTW,PUT,100000.0,19183000.0,0.1226,,232,100000.0,,new,N/A,Q2 2019,FINANCE,13F,06/30/2019,
Arcelormittal s.a.  sponsored adr,MT,"",1060050.0,19113000.0,0.1221,0.176,233,-238919.0,-18.392972,reduction,0.1039346,Q3 2018,MATERIALS,13F,06/30/2019,21.1295
Host hotels & resorts inc.,HST,"",1048775.0,19109000.0,0.1221,0.0038,234,1018261.0,3337.028905,addition,0.1416364,Q3 2016,REAL ESTATE,13F,06/30/2019,18.2117
Verisign inc.,VRSN,"",90568.0,18943000.0,0.1211,0.4317,235,-267044.0,-74.674228,reduction,0.0756498,Q3 2015,COMMUNICATIONS,13F,06/30/2019,146.0012
Unitedhealth group inc.,UNH,PUT,75000.0,18921000.0,0.1209,,236,75000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Hudson pacific properties inc,HPP,"",563860.0,18760000.0,0.1199,0.0902,237,169803.0,43.090974,addition,0.3639215,Q4 2018,REAL ESTATE,13F,06/30/2019,30.3278
Zumiez inc,ZUMZ,"",715510.0,18675000.0,0.1194,0.009,238,661135.0,1215.88046,addition,2.7819207,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,25.5734
Outfront media inc,OUT,"",723664.0,18663000.0,0.1193,0.2388,239,-811104.0,-52.848639,reduction,0.5109178,Q3 2017,COMMUNICATIONS,13F,06/30/2019,20.1783
First american corp (the),FAF,"",347515.0,18662000.0,0.1193,0.0067,240,327824.0,1664.841806,addition,0.3100045,Q1 2019,FINANCE,13F,06/30/2019,53.5753
L3 technologies inc,LLL,"",75931.0,18616000.0,0.119,0.3199,241,-157174.0,-67.426267,reduction,0.0956671,Q4 2015,INDUSTRIALS,13F,06/30/2019,201.1053
L brands inc,LB,CALL,750000.0,18443000.0,0.1179,,242,750000.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Science applications international corp,SAIC,"",212741.0,18415000.0,0.1177,0.0378,243,138890.0,188.067866,addition,0.3595420,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,83.224
Mosaic company (the),MOS,"",731464.0,18309000.0,0.117,0.0137,244,655825.0,867.046101,addition,0.1897590,Q1 2017,MATERIALS,13F,06/30/2019,25.5976
Urban edge properties,UE,"",1043606.0,18086000.0,0.1156,0.1029,245,228751.0,28.072602,addition,0.8667104,Q2 2017,REAL ESTATE,13F,06/30/2019,21.6621
Discover financial services,DFS,"",232088.0,18008000.0,0.1151,0.0131,246,204354.0,736.835653,addition,0.0706745,Q2 2014,FINANCE,13F,06/30/2019,76.7442
Biogen inc,BIIB,CALL,75000.0,17932000.0,0.1146,0.1132,247,3000.0,4.166667,addition,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Anadarko petroleum corp.,APC,PUT,253000.0,17788000.0,0.1137,,248,253000.0,,new,N/A,Q2 2019,ENERGY,13F,06/30/2019,
Incyte corporation,INCY,CALL,200000.0,17740000.0,0.1134,,249,200000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Western digital corp,WDC,"",368456.0,17520000.0,0.112,0.027,250,283941.0,335.965213,addition,0.1266825,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,47.667
Ferrari n.v.,RACE,"",107739.0,17391000.0,0.1111,0.0945,251,1520.0,1.431006,addition,0.0570198,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,133.0122
Synchrony financial,SYF,"",499769.0,17327000.0,0.1107,0.1513,252,-213407.0,-29.923469,reduction,0.0725017,Q3 2015,FINANCE,13F,06/30/2019,27.8923
Four corners property trust inc,FCPT,"",629130.0,17194000.0,0.1099,0.0287,253,483495.0,331.990936,addition,0.9197807,Q3 2016,REAL ESTATE,13F,06/30/2019,26.5508
Cigna holding co,CI,"",108850.0,17149000.0,0.1096,0.3259,254,-195890.0,-64.281026,reduction,0.0286402,Q1 2014,FINANCE,13F,06/30/2019,196.8791
Cf industries holdings inc,CF,"",362382.0,16927000.0,0.1082,0.1723,255,-271509.0,-42.832127,reduction,0.1625833,Q3 2016,MATERIALS,13F,06/30/2019,50.1669
Genesee & wyoming inc  class a,GWR,"",167748.0,16775000.0,0.1072,0.012,256,147014.0,709.047941,addition,0.2952790,Q4 2018,TRANSPORTS,13F,06/30/2019,96.9265
Canadian imperial bank of commerce (nyse),CM,"",213222.0,16761000.0,0.1071,0.0658,257,88054.0,70.348651,addition,0.0480078,Q4 2017,FINANCE,13F,06/30/2019,85.5941
Alibaba group holding ltd adr,BABA,CALL,100000.0,16755000.0,0.1071,,258,100000.0,,new,N/A,Q4 2017,COMMUNICATIONS,13F,06/30/2019,
Liberty sirius xm group  series c,LSXMK,"",437802.0,16628000.0,0.1063,0.0154,259,377064.0,620.804109,addition,0.2076663,Q1 2017,COMMUNICATIONS,13F,06/30/2019,38.0161
Federated investors inc.,FII,"",511502.0,16624000.0,0.1062,0.0213,260,402360.0,368.657345,addition,0.5074425,Q1 2019,FINANCE,13F,06/30/2019,31.8193
Caterpillar inc.,CAT,"",121769.0,16596000.0,0.1061,0.5348,261,-471849.0,-79.486976,reduction,0.0211573,Q1 2016,INDUSTRIALS,13F,06/30/2019,150.8318
Parsley energy inc,PE,"",872939.0,16595000.0,0.1061,0.2117,262,-776948.0,-47.090983,reduction,0.2756795,Q2 2015,ENERGY,13F,06/30/2019,19.5719
Tandem diabetes care inc,TNDM,"",257093.0,16588000.0,0.106,0.0018,263,252928.0,6072.70108,addition,0.4427295,Q1 2018,HEALTH CARE,13F,06/30/2019,63.7829
Annaly mortgage management  inc.,NLY,"",1799903.0,16433000.0,0.105,0.1455,264,-390459.0,-17.826231,reduction,0.1285590,Q1 2016,REAL ESTATE,13F,06/30/2019,9.99
Mylan nv,MYL,"",858364.0,16343000.0,0.1044,0.3684,265,-1096603.0,-56.093172,reduction,0.1663657,Q1 2017,HEALTH CARE,13F,06/30/2019,28.7593
Dana incorporated,DAN,"",815763.0,16266000.0,0.104,0.016,266,679783.0,499.913958,addition,0.5668564,Q2 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,19.3077
Dover corp.,DOV,"",162305.0,16263000.0,0.1039,0.0541,267,75525.0,87.030422,addition,0.1117726,Q2 2015,INDUSTRIALS,13F,06/30/2019,89.3111
Liberty media corp series c,FWONK,"",431615.0,16147000.0,0.1032,0.0429,268,247654.0,134.623099,addition,0.1867412,Q2 2017,COMMUNICATIONS,13F,06/30/2019,36.9802
Lexington realty trust,LXP,"",1714938.0,16138000.0,0.1031,0.002,269,1682141.0,5128.94777,addition,0.7288924,Q1 2018,REAL ESTATE,13F,06/30/2019,9.394
Cme group inc,CME,"",82906.0,16093000.0,0.1028,0.1634,270,-66376.0,-44.463499,reduction,0.0231710,Q4 2013,FINANCE,13F,06/30/2019,163.7063
3m co. (minnesota mining & manufacturing),MMM,CALL,92700.0,16070000.0,0.1027,,271,92700.0,,new,N/A,Q2 2019,INDUSTRIALS,13F,06/30/2019,
Liberty oilfield services inc,LBRT,"",985658.0,15948000.0,0.1019,,272,985658.0,,new,0.8759069,Q3 2018,ENERGY,13F,06/30/2019,16.18
M/i homes inc,MHO,"",558553.0,15941000.0,0.1019,0.0646,273,193781.0,53.123869,addition,2.0281518,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,27.2861
Energizer holdings inc,ENR,"",408812.0,15796000.0,0.101,0.0223,274,334187.0,447.821776,addition,0.5850200,Q2 2015,CONSUMER STAPLES,13F,06/30/2019,39.7882
Assurant inc.,AIZ,"",148045.0,15749000.0,0.1007,0.4183,275,-514843.0,-77.666665,reduction,0.2399433,Q4 2016,FINANCE,13F,06/30/2019,98.4156
Zoetis  inc.,ZTS,"",138560.0,15725000.0,0.1005,0.3415,276,-371672.0,-72.843726,reduction,0.0289475,Q1 2013,HEALTH CARE,13F,06/30/2019,97.694
Encompass health corp,EHC,"",248149.0,15723000.0,0.1005,0.067,277,75473.0,43.707869,addition,0.2513156,Q2 2016,HEALTH CARE,13F,06/30/2019,56.0802
Huntington bancshares  inc. (huntington national bank  columbus  oh),HBAN,"",1136645.0,15708000.0,0.1004,0.2203,278,-1475853.0,-56.492024,reduction,0.1081530,Q1 2019,FINANCE,13F,06/30/2019,12.68
Dexcom inc,DXCM,"",104602.0,15674000.0,0.1002,0.1909,279,-136473.0,-56.610184,reduction,0.1162244,Q2 2017,HEALTH CARE,13F,06/30/2019,106.3086
Dmc global inc. (explosive fabricators - dynamic materials),BOOM,"",246956.0,15645000.0,0.1,,280,246956.0,,new,1.6474716,Q2 2019,INDUSTRIALS,13F,06/30/2019,63.35
Dish network corp  class a,DISH,CALL,400000.0,15604000.0,0.0997,0.0145,281,331300.0,482.24163,addition,N/A,Q1 2019,COMMUNICATIONS,13F,06/30/2019,
Bancorpsouth bank,BXS,"",536092.0,15568000.0,0.0995,0.0553,282,241494.0,81.97408,addition,0.5934817,Q2 2017,FINANCE,13F,06/30/2019,31.1161
Chesapeake lodging trust,CHSP,"",547300.0,15554000.0,0.0994,0.0405,283,328268.0,149.872165,addition,0.9006089,Q2 2018,REAL ESTATE,13F,06/30/2019,27.7206
Johnson & johnson co.,JNJ,"",111020.0,15463000.0,0.0988,0.0208,284,88657.0,396.445021,addition,0.0041381,Q1 2019,HEALTH CARE,13F,06/30/2019,139.3827
News inc. class a,NWSA,"",1138287.0,15355000.0,0.0981,0.065,285,352719.0,44.899869,addition,0.1945258,Q1 2019,COMMUNICATIONS,13F,06/30/2019,12.7654
The stars group,TSG,"",896824.0,15309000.0,0.0978,0.0103,286,808409.0,914.334672,addition,1.8955529,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,17.1134
Perrigo co plc,PRGO,"",321294.0,15300000.0,0.0978,,287,321294.0,,new,0.2364716,Q2 2017,HEALTH CARE,13F,06/30/2019,47.62
Park hotels & resorts inc,PK,"",554364.0,15278000.0,0.0976,,288,554364.0,,new,0.2750094,Q3 2018,REAL ESTATE,13F,06/30/2019,27.56
Yum! brands  inc. (tricon global restaurants),YUM,"",137464.0,15213000.0,0.0972,0.083,289,12465.0,9.97208,addition,0.0448628,Q1 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,93.4496
Inogen inc,INGN,"",226608.0,15128000.0,0.0967,,290,226608.0,,new,1.0333242,Q2 2018,HEALTH CARE,13F,06/30/2019,66.76
Itt inc. (international telephone and telegraph),ITT,"",230910.0,15120000.0,0.0966,0.0131,291,197021.0,581.371536,addition,0.2641991,Q1 2017,INDUSTRIALS,13F,06/30/2019,63.145
Wabco holdings inc,WBC,"",112643.0,14936000.0,0.0955,0.0206,292,89119.0,378.842884,addition,0.2192351,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,132.4392
Flowserve corporation,FLS,"",283155.0,14919000.0,0.0953,0.0036,293,271142.0,2257.071506,addition,0.2161819,Q1 2019,INDUSTRIALS,13F,06/30/2019,52.3697
Matador resources co,MTDR,"",749394.0,14898000.0,0.0952,,294,749394.0,,new,0.6427050,Q4 2018,ENERGY,13F,06/30/2019,19.88
Booz allen hamilton holding corp,BAH,"",224236.0,14847000.0,0.0949,0.1724,295,-221809.0,-49.727942,reduction,0.1601343,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,57.4993
Retail properties of america inc,RPAI,"",1257503.0,14788000.0,0.0945,0.083,296,233344.0,22.783962,addition,0.5890496,Q3 2016,REAL ESTATE,13F,06/30/2019,12.1382
Amphenol corp. (1987),APH,"",153039.0,14683000.0,0.0938,0.0075,297,141038.0,1175.218732,addition,0.0513399,Q2 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,94.9466
Technipfmc plc ordinary share,FTI,"",560536.0,14540000.0,0.0929,0.0769,298,68963.0,14.029046,addition,0.1201346,Q4 2018,ENERGY,13F,06/30/2019,20.3625
Array biopharma inc,ARRY,"",313796.0,14538000.0,0.0929,,299,313796.0,,new,0.1438046,Q2 2015,HEALTH CARE,13F,06/30/2019,46.33
Kosmos energy ltd,KOS,"",2317501.0,14531000.0,0.0929,0.1086,300,-304810.0,-11.623717,reduction,0.5774984,Q2 2016,ENERGY,13F,06/30/2019,4.1875
Applied industrial technologies inc. (brown fence & wire - jim brown stores - bearings specialists),AIT,"",235112.0,14466000.0,0.0925,0.1578,301,-164014.0,-41.093289,reduction,0.6065841,Q3 2017,INDUSTRIALS,13F,06/30/2019,62.219
United airlines holdings inc,UAL,"",164212.0,14377000.0,0.0919,0.0498,302,70236.0,74.738231,addition,0.0615649,Q2 2016,TRANSPORTS,13F,06/30/2019,82.8796
